id,enumerator_id,survey_date,duration_minutes,respondent_age,household_size,monthly_income,monthly_expenditure,asset_count,currently_working,education_level,work_sector
R02326,E09,2025-04-22,32,42,6,2849,2258,6,1,1,services
R02327,E09,2025-04-22,32,45,4,,,5,0,3,
R02328,E09,2025-04-22,23,47,6,3410,2916,5,1,4,manufacturing
R02329,E09,2025-04-22,19,43,6,1744,1634,3,1,1,manufacturing
R02330,E09,2025-04-22,41,48,7,1418,1079,0,1,4,agriculture
R02331,E09,2025-04-22,21,55,4,2242,1503,5,1,3,government
R02332,E09,2025-04-22,37,25,6,1647,1588,6,1,2,agriculture
R02333,E09,2025-04-22,50,49,2,2645,2211,,1,3,government
R02334,E09,2025-04-22,32,26,2,,476,0,0,1,
R02335,E09,2025-04-22,34,18,7,957,595,5,1,3,retail
R02336,E09,2025-04-22,37,45,3,823,892,4,1,4,services
R02337,E09,2025-04-23,45,42,9,,1481,1,1,4,agriculture
R02338,E09,2025-04-23,47,41,2,631,425,2,1,1,services
R02339,E09,2025-04-23,36,59,7,2069,,6,1,1,manufacturing
R02340,E09,2025-04-23,38,35,3,1339,1221,5,1,2,services
R02341,E09,2025-04-23,34,20,4,1852,1042,2,1,3,services
R02342,E09,2025-04-23,27,53,4,822,900,,1,3,agriculture
R02343,E09,2025-04-23,32,69,6,465,512,8,1,1,retail
,E09,2025-04-23,33,58,3,2649,1750,,1,2,agriculture
R02345,E09,2025-04-24,53,58,9,1438,1012,8,1,2,retail
R02346,E09,2025-04-24,37,35,8,862,,0,1,3,services
R02347,E09,2025-04-24,31,18,4,1365,1224,4,1,3,agriculture
R02348,E09,2025-04-24,40,34,10,972,712,,1,3,manufacturing
R02349,E09,2025-04-24,57,27,9,1584,1268,5,1,3,services
R02350,E09,2025-04-24,35,18,7,,,4,0,4,
R02351,E09,2025-04-24,21,28,4,554,411,4,1,2,agriculture
R02352,E09,2025-04-24,36,60,4,652,348,5,1,2,manufacturing
R02353,E09,2025-04-24,24,42,3,,673,6,0,1,
R02354,E09,2025-04-24,39,48,3,1476,1372,5,1,1,agriculture
R02355,E09,2025-04-24,25,48,1,,886,5,0,1,
R02356,E09,2025-04-24,33,27,5,1836,,4,1,3,services
R02357,E09,2025-04-24,47,68,5,2261,1545,5,1,4,retail
R02358,E09,2025-04-24,28,18,7,2164,1686,4,1,3,manufacturing
R02359,E09,2025-04-25,36,18,7,,1013,3,0,1,
R02360,E09,2025-04-25,31,42,8,,2129,5,0,1,
R02361,E09,2025-04-25,52,20,6,462,437,6,1,2,manufacturing
R02362,E09,2025-04-25,43,33,8,866,940,,1,2,manufacturing
R02363,E09,2025-04-25,26,34,4,,602,4,0,4,
R02364,E09,2025-04-25,34,32,5,,808,0,1,1,agriculture
R02365,E09,,34,43,4,1393,1147,3,1,4,government
R02366,E09,2025-04-25,36,56,8,1893,1007,6,1,1,agriculture
R02367,E09,2025-04-26,54,40,7,,,4,0,1,
R02368,E09,2025-04-26,47,41,6,1805,1284,5,1,3,agriculture
R02369,E09,2025-04-26,23,26,5,702,373,1,1,1,agriculture
R02370,E09,2025-04-26,31,85,6,,1943,5,0,2,agriculture
R02371,E09,2025-04-26,37,18,8,939,535,2,1,2,manufacturing
R02372,E09,2025-04-26,37,29,10,1440,1455,6,1,1,agriculture
R02373,E09,2025-04-26,,61,5,944,690,4,1,3,retail
R02374,E09,2025-04-26,23,33,3,904,732,2,1,2,retail
R02375,E09,2025-04-26,19,51,15,,944,4,0,2,
R02376,E09,2025-04-26,30,40,4,935,830,4,1,1,agriculture
R02377,E09,2025-04-26,36,32,5,,4916,5,0,1,
R02378,E09,2025-04-27,35,29,6,2066,1577,0,1,2,services
R02379,E09,2025-04-27,42,48,4,1160,811,5,1,1,agriculture
R02380,E09,2025-04-27,40,18,8,,832,4,0,4,
R02381,E09,2025-04-27,44,30,3,916,876,3,1,2,government
R02382,E09,2025-04-27,22,41,3,1732,1886,5,1,1,manufacturing
R02383,E09,2025-04-27,44,41,10,,650,4,0,4,
R02384,E09,2025-04-28,37,34,7,,753,,1,2,government
R02385,E09,2025-04-28,45,25,8,1313,1200,4,1,3,agriculture
R02386,E09,2025-04-28,48,38,12,993,784,7,1,2,government
R02387,E09,2025-04-28,48,52,5,,1567,4,0,3,
R02388,E09,2025-04-29,40,37,4,1365,1183,4,1,1,agriculture
R02389,E09,2025-04-29,32,66,4,749,752,2,1,1,government
R02390,E09,2025-04-29,26,42,3,608,394,2,1,3,government
R02391,E09,2025-04-29,36,56,11,1267,966,6,1,4,services
R02392,E09,2025-04-29,33,18,4,,1721,3,0,4,
R02393,E09,2025-04-29,48,47,2,1579,1306,2,1,1,government
R02394,E09,2025-04-29,32,13,2,,577,7,0,3,
R02395,E09,2025-04-29,46,32,5,1711,1750,8,1,4,agriculture
R02396,E09,2025-04-30,38,20,3,968,,3,1,1,agriculture
R02397,E09,2025-04-30,48,34,10,1448,1416,2,1,4,retail
R02398,E09,2025-04-30,42,20,5,,906,0,0,2,
R02399,E09,2025-04-30,33,56,5,2020,1639,3,1,2,services
R02400,E09,2025-04-30,29,67,6,1254,1000,6,1,4,agriculture
R02401,E10,2025-04-01,35,52,7,831,870,1,1,4,government
R02402,E10,2025-04-01,41,45,2,3438,3045,9,1,3,government
R02403,E10,2025-04-01,35,36,7,1689,,3,1,4,government
R02404,E10,2025-04-01,56,30,10,1294,1376,6,1,2,government
R02405,E10,2025-04-01,46,41,8,677,722,7,1,3,government
R02406,E10,2025-04-01,45,44,8,730,801,4,1,2,agriculture
R02407,E10,2025-04-01,35,25,6,1139,1223,5,1,1,agriculture
R02408,E10,2025-04-01,44,62,12,1315,1080,4,1,1,manufacturing
R02409,E10,2025-04-01,35,53,4,1376,1255,4,1,3,manufacturing
R02410,E10,2025-04-01,24,56,3,1297,1227,4,1,1,agriculture
R02411,E10,2025-04-02,24,23,4,1394,1169,4,1,4,government
R02412,E10,2025-04-02,35,51,4,1883,1709,5,1,4,government
R02413,E10,2025-04-02,40,57,4,742,582,4,1,3,retail
R02414,E10,2025-04-02,23,31,4,800,2597,2,1,1,government
R02415,E10,2025-04-02,42,25,8,,310,2,0,1,
R02416,E10,2025-04-02,19,,11,1419,845,4,1,3,government
R02417,E10,2025-04-02,30,67,8,1611,1591,5,1,1,agriculture
R02418,E10,2025-04-02,43,45,4,807,451,3,1,3,manufacturing
R02419,E10,2025-04-03,3,43,11,,1633,7,1,2,services
R02420,E10,2025-04-03,33,43,3,,1413,6,0,4,
R02421,E10,2025-04-03,29,24,6,,905,1,0,4,
R02422,E10,2025-04-03,29,55,10,551,730,3,1,4,government
R02423,E10,2025-04-03,37,45,4,1444,1187,5,1,2,retail
R02424,E10,2025-04-03,29,35,6,581,534,2,1,3,government
R02425,E10,2025-04-03,41,43,6,919,761,2,1,4,retail
R02426,E10,2025-04-03,36,67,3,1284,870,7,1,3,services
R02427,E10,2025-04-04,46,37,10,,846,5,1,1,manufacturing
R02428,E10,2025-04-04,41,36,7,,1066,4,0,3,
R02429,E10,2025-04-04,42,20,7,,472,,0,1,
R02430,E10,2025-04-04,38,45,9,,1259,3,0,3,
R02431,E10,2025-04-04,45,20,9,1017,1121,2,1,4,services
R02432,E10,2025-04-05,41,40,11,,1194,,0,4,
R02433,E10,2025-04-05,25,37,5,1138,916,2,1,2,manufacturing
R02434,E10,2025-04-05,51,35,6,1117,1119,3,1,3,retail
R02435,E10,2025-04-05,27,45,7,400,468,5,1,1,services
R02436,E10,2025-04-05,22,29,6,1859,1399,6,1,2,agriculture
R02437,E10,2025-04-05,29,67,10,1375,,2,1,1,government
R02438,E10,2025-04-05,34,24,4,,761,4,1,4,retail
R02439,E10,2025-04-06,41,55,7,1781,1293,4,1,4,services
R02440,E10,2025-04-06,26,45,3,852,792,4,1,4,retail
R02441,E10,2025-04-06,30,37,3,,947,4,1,3,government
R02442,E10,2025-04-06,34,54,8,583,,3,1,3,retail
R02443,E10,2025-04-07,40,50,11,894,1000,2,1,4,agriculture
R02444,E10,2025-04-07,59,55,8,3177,1623,6,1,2,services
R02445,E10,2025-04-07,8,41,3,1380,692,8,1,3,manufacturing
R02446,E10,2025-04-07,34,30,3,1088,977,2,1,3,government
R02447,E10,2025-04-07,34,22,9,1302,994,6,1,1,retail
R02448,E10,2025-04-07,41,40,2,1320,1199,6,1,3,agriculture
R02449,E10,2025-04-07,33,21,11,1624,1298,,1,4,manufacturing
R02450,E10,2025-04-07,48,43,7,1057,888,5,1,1,retail
R02451,E10,2025-04-07,32,57,4,1176,1063,7,1,3,services
R02452,E10,,25,53,3,1335,,1,1,4,government
R02453,E10,2025-04-08,29,44,2,1040,830,0,1,1,services
R02454,E10,2025-04-08,41,29,3,904,765,3,1,3,government
R02455,E10,2025-04-08,31,31,6,2171,1515,4,1,3,manufacturing
R02456,E10,2025-04-08,50,18,3,938,652,3,1,3,retail
R02457,E10,2025-04-08,29,34,5,1944,1581,8,1,2,agriculture
R02458,E10,2025-04-08,,58,7,1092,559,9,1,2,retail
R02459,E10,2025-04-08,29,23,10,720,790,3,1,4,services
R02460,E10,2025-04-09,26,15,4,,719,5,0,4,
R02461,E10,2025-04-09,29,50,4,,,4,0,1,
R02462,E10,2025-04-09,32,54,5,985,846,5,1,3,government
R02463,E10,2025-04-09,47,38,4,1514,1199,4,1,2,services
R02464,E10,2025-04-09,21,43,4,,1314,3,0,4,
R02465,E10,2025-04-09,40,38,12,1034,991,7,1,1,manufacturing
R02466,E10,2025-04-10,40,32,8,,1469,4,0,3,
R02467,E10,2025-04-10,26,39,5,,2990,4,0,2,
R02468,E10,2025-04-10,41,38,4,482,310,0,1,2,government
R02469,E10,2025-04-10,60,32,9,2005,1078,2,1,2,manufacturing
R02470,E10,2025-04-10,26,50,7,1311,1231,,1,3,government
R02471,E10,2025-04-10,36,42,5,888,982,4,1,4,government
R02472,E10,2025-04-10,28,55,3,,1135,3,1,1,manufacturing
R02473,E10,2025-04-10,33,44,8,832,688,3,1,2,agriculture
R02474,E10,2025-04-10,33,33,6,725,706,0,1,3,retail
R02475,E10,2025-04-10,53,57,3,1476,1135,6,1,1,government
R02476,E10,2025-04-11,29,30,7,,1683,7,0,1,
R02477,E10,,27,22,4,,672,0,0,1,
R02478,E10,2025-04-11,18,31,4,824,601,3,1,3,agriculture
R02479,E10,2025-04-11,39,19,4,,1522,6,0,4,
R02480,E10,2025-04-11,39,27,5,,781,3,0,1,
R02481,E10,2025-04-11,45,64,5,1030,622,2,1,2,manufacturing
R02482,E10,2025-04-11,35,34,5,1636,813,5,1,1,retail
R02483,E10,2025-04-11,33,31,11,,944,0,1,3,government
R02484,E10,2025-04-11,37,41,4,,880,6,0,2,
R02485,E10,2025-04-12,58,,7,785,549,3,1,3,services
R02486,E10,2025-04-12,53,39,4,,614,3,0,4,
R02487,E10,2025-04-12,42,20,7,,,6,0,2,
R02488,E10,2025-04-12,26,41,3,,,5,0,2,
R02489,E10,2025-04-12,35,37,6,1729,1324,7,1,2,manufacturing
R02490,E10,2025-04-12,18,36,2,,799,7,0,4,
R02491,E10,2025-04-12,34,39,3,803,646,2,1,1,government
R02492,E10,2025-04-12,31,37,5,1541,1158,6,1,1,services
R02493,E10,2025-04-12,26,53,5,1217,1027,,1,4,manufacturing
R02494,E10,2025-04-13,21,33,6,,1015,5,0,2,
R02495,E10,2025-04-13,32,45,4,936,765,7,1,3,services
R02496,E10,2025-04-13,33,36,4,675,,,1,1,agriculture
R02497,E10,2025-04-13,38,64,5,2409,,5,1,2,services
R02498,E10,2025-04-13,1,26,4,1116,550,4,1,3,services
R02499,E10,2025-04-13,26,30,7,,,3,0,1,retail
R02500,E10,2025-04-13,31,24,6,587,623,2,1,2,government
R02501,E10,2025-04-13,45,45,8,706,662,2,1,4,services
R02502,E10,2025-04-14,31,66,3,1208,997,2,1,2,services
R02503,E10,2025-04-15,30,18,5,1052,,6,1,2,government
R02504,E10,2025-04-15,18,33,11,917,670,5,1,4,agriculture
R02505,E10,2025-04-15,53,,9,1171,990,,1,1,government
R02506,E10,2025-04-15,40,43,5,1751,2131,9,1,4,services
R02507,E10,2025-04-15,,,5,,3198,4,0,1,
R02508,E10,2025-04-15,36,28,5,,573,2,0,3,
R02509,E10,2025-04-15,25,45,4,,764,4,1,3,government
R02510,E10,2025-04-16,49,49,9,1436,966,6,1,3,government
R02511,E10,2025-04-16,24,51,3,3417,1638,7,1,1,manufacturing
R02512,E10,2025-04-16,40,31,4,403,354,5,1,2,agriculture
R02513,E10,2025-04-16,41,48,6,1145,718,0,1,3,services
R02514,E10,2025-04-16,33,18,6,560,715,4,1,1,manufacturing
R02515,E10,2025-04-16,35,37,3,1029,708,3,1,2,retail
R02516,E10,2025-04-16,35,47,5,2535,2813,8,1,3,government
R02517,E10,2025-04-17,31,52,9,,2007,,1,2,services
R02518,E10,2025-04-17,59,31,2,1562,1457,8,1,3,services
R02519,E10,2025-04-17,11,54,8,1016,1063,2,1,4,services
R02520,E10,2025-04-17,34,43,7,715,651,3,1,4,retail
R02521,E10,2025-04-18,37,31,5,1193,1184,6,1,1,retail
R02522,E10,2025-04-18,32,49,5,712,663,7,1,2,agriculture
R02523,E10,2025-04-18,36,18,6,,867,3,0,2,
R02524,E10,2025-04-18,36,26,10,2289,1902,5,1,2,agriculture
R02525,E10,2025-04-18,26,35,4,883,891,7,1,4,retail
R02526,E10,2025-04-18,39,38,6,1545,1292,5,1,1,services
R02527,E10,2025-04-18,33,51,3,910,769,5,1,1,agriculture
R02528,E10,2025-04-18,31,37,3,,2300,3,0,4,
R02529,E10,2025-04-19,42,40,2,,,1,0,4,
R02530,E10,2025-04-19,28,43,4,,726,6,0,4,
R02531,E10,2025-04-19,31,32,2,1354,1002,,1,2,manufacturing
R02532,E10,2025-04-19,35,20,3,,454,0,0,3,
R02533,E10,2025-04-19,35,29,5,1129,1176,6,1,4,government
R02534,E10,2025-04-20,38,46,10,588,623,6,1,2,retail
R02535,E10,2025-04-20,14,48,7,2099,2366,4,1,3,manufacturing
R02536,E10,2025-04-20,38,44,6,1114,955,2,1,4,manufacturing
R02537,E10,2025-04-20,28,42,3,2527,2378,5,1,3,manufacturing
R02538,E10,2025-04-20,38,53,3,627,541,2,1,2,services
R02539,E10,2025-04-20,36,56,1,706,514,4,1,4,agriculture
R02540,E10,2025-04-20,36,48,9,1225,911,8,1,2,services
R02541,E10,2025-04-21,28,31,9,,,5,0,4,
R02542,E10,2025-04-21,25,27,7,1496,1617,7,1,4,government
R02543,E10,2025-04-21,31,36,6,,857,5,0,3,
R02544,E10,2025-04-21,32,44,9,333,368,,1,1,agriculture
R02545,E10,2025-04-21,34,52,3,2644,2530,5,1,2,government
R02546,E10,2025-04-22,44,35,8,,,2,0,1,
R02547,E10,2025-04-22,27,64,10,773,673,4,1,4,services
R02548,E10,2025-04-22,35,35,3,,969,6,0,3,
R02549,E10,2025-04-22,38,34,9,2864,1905,5,1,1,retail
R02550,E10,2025-04-22,35,63,6,1161,641,1,1,2,retail
R02551,E10,2025-04-22,41,51,6,1064,739,5,1,3,government
R02552,E10,2025-04-22,46,23,2,1141,605,4,1,3,retail
R02553,E10,2025-04-22,34,42,4,1015,984,3,1,3,agriculture
R02554,E10,2025-04-23,22,48,3,870,,6,1,2,government
R02555,E10,2025-04-23,34,43,6,,2396,4,0,3,
R02556,E10,2025-04-23,42,54,5,,611,4,0,4,
R02557,E10,2025-04-23,,29,7,1533,,4,1,3,retail
R02558,E10,2025-04-23,36,63,6,,2222,5,0,3,
R02559,E10,2025-04-23,23,31,7,1473,1191,3,1,4,manufacturing
R02560,E10,2025-04-24,28,83,5,1528,1456,5,1,4,manufacturing
R02561,E10,2025-04-24,25,18,3,708,641,4,1,4,agriculture
R02562,E10,2025-04-24,31,37,6,1070,1063,2,1,1,manufacturing
R02563,E10,2025-04-24,33,43,6,409,285,5,1,4,services
R02564,E10,2025-04-24,,31,6,414,437,8,1,4,government
R02565,E10,2025-04-24,25,46,6,3264,2786,6,1,4,agriculture
R02566,E10,2025-04-24,41,44,8,1485,5410,4,1,4,government
R02567,E10,2025-04-24,25,61,5,755,753,6,1,2,agriculture
R02568,E10,2025-04-25,33,44,10,1925,1558,4,1,2,services
R02569,E10,2025-04-25,40,44,11,1417,1342,3,1,2,retail
R02570,E10,2025-04-25,33,39,6,,1080,5,0,2,
R02571,E10,2025-04-25,23,41,7,1775,2048,2,1,1,retail
R02572,E10,2025-04-25,38,32,4,,767,2,0,2,
R02573,E10,2025-04-25,10,39,3,606,534,3,1,1,manufacturing
R02574,E10,2025-04-25,46,40,3,,683,2,0,1,
R02575,E10,2025-04-26,33,29,3,,1508,6,0,1,
R02576,E10,2025-04-26,26,34,7,695,689,3,1,1,government
R02577,E10,2025-04-26,56,41,7,1702,859,2,1,1,services
R02578,E10,2025-04-26,56,26,4,1274,987,4,1,1,government
R02579,E10,2025-04-26,,32,8,,1177,1,0,4,
R02580,E10,2025-04-26,34,39,2,1217,,4,1,3,retail
R02581,E10,2025-04-26,,28,5,2081,1573,4,1,3,agriculture
R02582,E10,2025-04-26,23,38,7,1118,913,3,1,4,services
R02583,E10,2025-04-27,,58,5,,811,0,0,2,
R02584,E10,2025-04-27,40,30,7,1430,933,4,1,1,services
R02585,E10,2025-04-27,39,42,4,1171,775,4,1,1,agriculture
R02586,E10,2025-04-27,25,27,5,,540,0,1,4,agriculture
R02587,E10,2025-04-27,36,48,3,1936,1199,2,1,2,manufacturing
R02588,E10,2025-04-27,52,39,6,,1239,3,0,4,
R02589,E10,2025-04-27,11,55,5,,2204,6,1,2,manufacturing
R02590,E10,2025-04-27,38,40,7,1551,1956,6,1,4,services
R02591,E10,2025-04-27,36,23,7,713,739,5,1,2,agriculture
R02592,E10,2025-04-27,36,60,6,704,537,5,1,4,services
R02593,E10,2025-04-27,32,53,3,,1787,1,0,2,
R02594,E10,2025-04-28,30,33,3,1418,1238,5,1,1,services
R02595,E10,2025-04-28,31,19,4,1446,1111,8,1,4,government
R02596,E10,2025-04-28,35,34,6,,1836,,0,4,
R02597,E10,2025-04-28,27,50,5,1616,1528,7,1,4,agriculture
R02598,E10,2025-04-28,38,54,6,,861,0,0,3,
R02599,E10,2025-04-28,32,54,7,1039,851,2,1,4,government
R02600,E10,2025-04-28,36,46,5,720,602,3,1,3,government
R02601,E10,2025-04-28,28,55,4,688,593,4,1,2,government
R02602,E10,2025-04-28,32,18,3,862,727,2,1,1,services
R02603,E10,2025-04-29,50,28,4,654,630,0,1,1,government
R02604,E10,2025-04-29,23,53,5,380,321,3,1,2,services
R02605,E10,2025-04-29,35,44,3,,936,6,0,4,
R02606,E10,2025-04-29,39,43,7,1152,1082,1,1,1,retail
R02607,E10,2025-04-29,37,30,4,764,726,5,1,1,retail
R02608,E10,2025-04-30,37,29,11,1260,1111,3,1,4,government
R02609,E10,2025-04-30,31,44,5,791,780,3,1,3,services
R02610,E10,2025-04-30,43,37,8,1059,723,5,1,1,retail
R02611,E10,2025-04-30,50,47,3,1462,,4,1,4,manufacturing
R02612,E10,2025-04-30,30,61,3,,1627,6,0,4,
R02613,E10,2025-04-30,16,50,5,1569,1576,5,1,4,services
R02614,E10,2025-04-30,38,35,23,1513,1283,4,1,4,government
R02615,E10,2025-04-30,27,37,4,643,496,4,1,3,services
,E10,2025-04-30,38,55,5,,2426,6,0,2,
R02617,E10,2025-04-30,46,48,8,573,598,3,1,1,retail
R02618,E10,2025-04-30,44,65,11,3425,2175,6,1,1,government
R02619,E10,2025-04-30,54,42,9,1085,1085,5,1,1,government
R02620,E10,2025-04-30,35,54,3,1610,1459,8,1,2,government
R02543,E11,2025-04-01,44,47,4,1301,,4,1,4,retail
R04260,E11,2025-04-01,35,43,3,,878,4,0,3,
R01473,E11,2025-04-01,40,27,5,613,631,1,1,3,government
R02624,E11,2025-04-01,31,49,3,,1491,4,0,1,
R02625,E11,2025-04-02,46,18,7,1230,925,4,1,1,manufacturing
R02626,E11,,43,59,7,551,471,,1,1,manufacturing
R02627,E11,2025-04-02,38,38,10,,1544,10,0,2,
R02628,E11,2025-04-02,40,25,5,1800,1955,5,1,2,manufacturing
R02629,E11,2025-04-02,39,44,6,1483,1458,4,1,2,agriculture
R02630,E11,2025-04-02,36,48,3,675,745,1,1,4,manufacturing
R02631,E11,2025-04-02,21,24,19,840,726,2,1,1,agriculture
R02632,E11,2025-04-02,39,18,8,,1026,7,1,2,government
R02633,E11,2025-04-02,26,49,4,,,,0,4,
R02634,E11,2025-04-03,23,29,6,1214,766,3,1,4,retail
R02635,E11,2025-04-03,310,35,8,2137,2531,4,1,3,retail
R02636,E11,2025-04-03,19,28,6,,1027,2,0,4,
R02637,E11,2025-04-03,37,41,10,,1327,9,1,1,agriculture
R02638,E11,2025-04-03,31,45,6,2418,1686,7,1,4,government
R02639,E11,2025-04-03,38,27,9,,665,0,0,3,
R02640,E11,2025-04-03,40,65,8,632,644,5,1,4,government
R02641,E11,2025-04-03,30,36,7,778,672,3,1,4,manufacturing
R02642,E11,2025-04-03,32,26,4,,926,1,0,1,
R02643,E11,2025-04-03,34,,5,653,662,0,1,3,retail
R02644,E11,2025-04-04,26,39,8,1311,866,4,1,4,government
R02645,E11,2025-04-04,39,47,2,386,352,2,1,3,government
R02646,E11,2025-04-04,28,18,5,979,997,4,1,1,manufacturing
R02647,E11,2025-04-04,34,18,1,1960,13502,9,1,2,government
R02648,E11,2025-04-05,46,40,7,1730,1667,2,1,2,retail
R02649,E11,2025-04-05,40,47,8,899,1107,2,1,3,retail
R02650,E11,2025-04-05,36,65,5,,932,6,0,4,
R02651,E11,2025-04-05,40,33,3,2118,2061,3,1,3,government
R02652,E11,2025-04-06,29,65,6,,1478,1,0,3,
R02653,E11,2025-04-06,34,49,9,,2017,2,0,2,
R02654,E11,2025-04-06,26,50,9,950,982,3,1,3,agriculture
R02655,E11,2025-04-06,29,38,2,986,655,2,1,2,manufacturing
R02656,E11,2025-04-06,43,50,8,16172,1402,0,1,4,agriculture
R02657,E11,2025-04-06,47,68,5,,361,0,0,4,
R02658,E11,2025-04-06,12,45,4,466,412,1,1,2,retail
R02659,E11,2025-04-06,32,23,5,2698,,5,1,1,services
R02660,E11,2025-04-06,,61,6,,1508,7,0,3,
R02661,E11,2025-04-07,24,43,4,27334,1748,4,1,2,retail
R02662,E11,2025-04-07,43,49,7,1462,1084,3,1,1,services
R02663,E11,2025-04-07,39,34,8,753,943,4,1,2,agriculture
R02664,E11,2025-04-07,33,28,7,1036,866,5,1,4,services
R02665,E11,2025-04-08,41,42,9,,1427,0,0,3,agriculture
R02666,E11,2025-04-08,34,30,5,,573,5,0,3,
R02667,E11,2025-04-08,36,53,4,,899,7,0,1,
R02668,E11,2025-04-09,17,18,4,,836,5,0,4,retail
R02669,E11,2025-04-09,32,34,4,,18612,3,0,1,
R02670,E11,2025-04-09,42,25,10,,739,3,0,1,
R02671,E11,2025-04-09,50,23,7,,1031,6,0,1,
R02672,E11,2025-04-09,27,34,6,685,722,5,1,2,agriculture
R02673,E11,2025-04-09,45,54,3,,1455,1,0,3,
R02674,E11,2025-04-09,20,55,2,1277,982,7,1,3,government
R02675,E11,,33,46,4,,951,3,0,4,
R02676,E11,2025-04-10,36,67,3,,751,,0,1,
R02677,E11,2025-04-10,34,35,7,1570,1494,5,1,3,services
R02678,E11,2025-04-10,42,54,5,,923,3,0,1,
R02679,E11,2025-04-10,56,54,9,,1176,6,0,4,
R02680,E11,2025-04-10,42,70,9,,1177,7,0,1,
R02681,E11,2025-04-11,48,41,4,781,2729,5,1,4,services
R02682,E11,2025-04-11,49,,4,625,589,0,1,2,agriculture
R02683,E11,2025-04-11,28,31,10,1583,1434,4,1,4,services
R02684,E11,2025-04-11,26,52,5,3356,2045,2,1,2,manufacturing
R02685,E11,2025-04-11,41,,8,,1165,5,0,4,
R02686,E11,2025-04-11,24,46,4,,1059,4,0,2,
R02687,E11,2025-04-11,44,25,9,,757,4,0,4,
R02688,E11,2025-04-11,34,34,7,,1771,5,0,4,
R02689,E11,2025-04-11,35,27,5,,817,2,0,3,
R02690,E11,2025-04-11,26,47,4,,1026,5,0,4,
R02691,E11,2025-04-11,30,58,3,878,845,3,1,1,retail
R02692,E11,2025-04-12,20,48,6,,2571,5,0,1,
R02693,E11,2025-04-12,32,49,2,1448,1139,1,1,4,manufacturing
R02694,E11,2025-04-12,24,39,4,938,516,3,1,4,agriculture
R02695,E11,2025-04-12,42,24,3,3122,3182,6,1,2,retail
R02696,E11,2025-04-12,40,54,4,2106,7933,8,1,3,government
R02697,E11,2025-04-12,42,29,6,15307,1099,0,1,3,services
R02698,E11,2025-04-12,38,41,5,,1317,7,0,1,
R02699,E11,2025-04-13,33,39,4,,1627,6,0,2,
R02700,E11,2025-04-13,29,42,3,,782,3,0,4,
R02701,E11,2025-04-13,38,36,5,902,688,5,1,4,services
R02702,E11,2025-04-13,31,42,3,,717,5,0,4,
R02703,E11,2025-04-13,40,71,6,,994,0,0,3,
R02704,E11,2025-04-13,45,43,5,1102,829,5,1,3,government
R02705,E11,2025-04-13,53,36,4,,1032,5,0,2,
R02706,E11,2025-04-13,42,32,5,1089,613,3,1,3,manufacturing
R02707,E11,2025-04-13,38,28,5,1905,1619,5,1,3,retail
R02708,E11,2025-04-14,44,28,18,1001,,,1,2,agriculture
R02709,E11,2025-04-14,34,41,2,3351,2194,4,1,3,manufacturing
R02710,E11,2025-04-14,33,47,3,,599,6,0,3,
R02711,E11,2025-04-14,37,12,4,,1272,2,0,1,
R02712,E11,2025-04-14,42,37,5,,884,5,0,3,
R02713,E11,2025-04-14,40,43,7,,491,4,1,3,agriculture
R02714,E11,2025-04-14,24,12,4,589,417,9,1,1,government
R02715,E11,2025-04-14,30,43,5,21751,,0,1,1,government
R02716,E11,2025-04-15,32,49,3,2148,2200,6,1,2,retail
R02717,E11,2025-04-15,28,18,2,660,,,1,2,services
R02718,E11,2025-04-15,20,32,4,,1133,3,1,2,government
R02719,E11,2025-04-15,23,25,3,2049,1784,4,1,2,agriculture
R02720,E11,2025-04-15,38,64,6,1013,,3,1,2,services
R02721,E11,2025-04-15,38,46,6,590,374,2,1,2,government
R02722,E11,2025-04-15,42,42,9,,862,5,0,1,
R02723,E11,2025-04-15,23,19,10,940,907,4,1,4,manufacturing
R02724,E11,2025-04-15,35,44,5,979,875,0,1,4,agriculture
R02725,E11,2025-04-15,29,56,4,1109,658,4,1,4,retail
,E11,2025-04-15,54,55,5,806,703,2,1,4,services
R02727,E11,2025-04-15,30,50,9,,1567,5,1,4,government
R02728,E11,2025-04-16,40,33,6,1588,1552,1,1,4,government
R02729,E11,2025-04-16,,49,5,,740,4,0,2,
R02730,E11,2025-04-16,48,49,7,1329,1149,5,1,4,government
R02731,E11,2025-04-16,31,55,9,550,594,3,1,1,manufacturing
R02732,E11,2025-04-16,35,45,7,970,826,7,1,1,manufacturing
R02733,E11,2025-04-16,29,37,4,,1153,9,0,3,
R02734,E11,2025-04-16,33,38,4,,769,4,0,1,
R02735,E11,2025-04-16,47,48,7,775,607,4,1,4,agriculture
R02736,E11,2025-04-17,47,18,5,1198,998,3,1,3,agriculture
R02737,E11,2025-04-17,37,52,4,926,696,3,1,1,services
R02738,E11,2025-04-17,36,46,6,1055,3857,3,1,3,services
R02739,E11,2025-04-17,21,23,3,1059,,3,1,1,manufacturing
R02740,E11,2025-04-17,34,30,3,526,350,3,1,4,agriculture
R02741,E11,2025-04-17,43,24,4,,841,6,0,3,
R02742,E11,2025-04-17,30,37,6,,930,4,0,2,
R02743,E11,2025-04-17,33,20,10,958,918,4,1,4,agriculture
R02744,E11,2025-04-18,46,32,11,1723,1499,4,1,3,agriculture
R02745,E11,2025-04-18,31,39,5,,,5,0,4,
R02746,E11,2025-04-18,39,26,9,1989,2360,6,1,3,retail
